domain,state,area_type,digital_access,github_repos,commits,hackathons,projects,learning_hours,offline_work,experience_years,courses_completed,freelance_projects
Skilled Trades,Punjab,Semi-Urban,Medium,0,0,0,17,6,17,2,2,1
Creative Arts,West Bengal,Urban,High,0,5000,0,0,0,4,4,3,3
Social & Community Work,Odisha,Rural,Low,0,0,0,12,5,15,0,3,1
Skilled Trades,Madhya Pradesh,Urban,High,0,0,0,11,4,21,3,5,3
Business,Maharashtra,Urban,High,0,0,2,9,12,1,1,3,7
Social & Community Work,West Bengal,Rural,Medium,0,0,0,9,10,12,2,7,2
Business,Odisha,Urban,High,0,0,2,6,11,1,0,2,0
Skilled Trades,Uttar Pradesh,Urban,High,0,0,0,10,6,20,2,4,2
Data Science,Tamil Nadu,Rural,Medium,7,107,3,7,20,0,4,1,5
Data Science,Kerala,Rural,Low,2,91,3,8,20,0,5,3,1
Data Science,Rajasthan,Urban,Medium,6,88,1,7,13,0,0,3,2
Creative Arts,Odisha,Urban,High,0,0,0,14,7,6,1,3,3
Technology,Odisha,Urban,High,4,145,3,5,8,0,5,2,3
Business,Kerala,Urban,Medium,0,0,0,8,8,2,2,2,2
Skilled Trades,Bihar,Urban,High,0,0,0,20,2,18,4,4,0
Social & Community Work,Karnataka,Rural,High,0,0,0,11,6,8,3,2,1
Business,West Bengal,Semi-Urban,High,0,0,0,9,9,1,4,1,4
Data Science,Tamil Nadu,Semi-Urban,Medium,5,83,2,3,18,0,2,4,1
Data Science,Delhi,Urban,High,5,105,4,3,19,0,0,2,1
Creative Arts,Karnataka,Urban,High,2,0,0,10,15,8,3,4,2
Business,Bihar,Rural,Low,0,0,1,5,14,3,3,3,5
Business,Uttar Pradesh,Rural,Low,0,0,0,6,6,1,2,4,2
Skilled Trades,Madhya Pradesh,Semi-Urban,Medium,0,0,0,12,4,22,2,2,1
Skilled Trades,Other,Rural,Low,0,0,0,17,9,19,5,4,1
Data Science,Gujarat,Urban,High,3,113,7,7,18,0,4,3,2
Creative Arts,Karnataka,Rural,Medium,0,0,0,7,12,4,2,1,1
Data Science,Other,Rural,High,6,103,4,5,20,0,2,5,2
Skilled Trades,Other,Urban,Low,0,5000,0,0,0,27,4,2,1
Technology,Other,Urban,High,14,168,2,5,18,2,3,7,3
Skilled Trades,Other,Urban,Low,0,0,0,13,2,23,2,2,2
Creative Arts,Karnataka,Urban,Medium,0,0,0,16,7,6,2,2,1
Skilled Trades,Odisha,Urban,High,0,0,0,8,6,20,1,2,2
Business,Punjab,Rural,Medium,0,0,1,4,10,1,5,2,3
Social & Community Work,Delhi,Urban,Low,0,0,0,18,4,13,4,1,3
Data Science,Bihar,Semi-Urban,High,6,111,4,5,20,0,3,1,1
Social & Community Work,Other,Urban,Medium,0,0,0,6,11,19,3,0,2
Technology,Madhya Pradesh,Semi-Urban,Low,10,151,1,6,14,2,0,2,0
Skilled Trades,West Bengal,Urban,High,0,0,0,14,4,19,4,2,1
Creative Arts,Madhya Pradesh,Rural,Low,0,0,0,10,13,6,0,3,0
Technology,Delhi,Urban,High,7,144,3,5,0,0,2,6,4
Technology,Delhi,Rural,Low,4,125,2,7,11,0,4,2,0
Skilled Trades,Punjab,Semi-Urban,Medium,0,0,0,17,2,17,0,1,3
Social & Community Work,Telangana,Semi-Urban,High,0,0,0,16,6,15,1,2,2
Creative Arts,Gujarat,Rural,High,0,0,0,13,13,6,4,2,2
Technology,West Bengal,Semi-Urban,Low,6,144,2,4,4,1,2,1,1
Technology,Gujarat,Semi-Urban,Medium,8,151,0,6,13,0,5,5,0
Technology,Bihar,Semi-Urban,Low,11,149,3,4,20,2,5,2,5
Social & Community Work,Odisha,Semi-Urban,High,0,0,0,12,12,15,3,1,1
Technology,Delhi,Urban,High,4,155,2,2,10,3,1,6,1
Technology,Bihar,Semi-Urban,Medium,9,137,0,9,12,1,5,5,3
Creative Arts,Telangana,Semi-Urban,High,0,0,0,14,9,4,3,4,3
Skilled Trades,Madhya Pradesh,Semi-Urban,Low,0,0,0,15,3,22,3,0,1
Skilled Trades,Other,Semi-Urban,Low,0,0,0,15,6,22,1,2,2
Data Science,Odisha,Semi-Urban,Medium,6,93,3,10,25,0,6,5,1
Social & Community Work,Bihar,Urban,High,0,0,0,9,7,7,2,8,2
Technology,Other,Urban,High,7,137,1,5,21,0,2,2,5
Creative Arts,Telangana,Urban,Low,1,0,0,11,12,6,0,4,2
Social & Community Work,Odisha,Rural,Medium,0,0,0,9,8,13,5,4,3
Social & Community Work,Telangana,Semi-Urban,High,0,0,0,13,12,20,0,2,3
Social & Community Work,Rajasthan,Urban,High,0,0,0,10,7,20,0,0,1
Business,Kerala,Semi-Urban,Medium,0,0,1,10,6,2,0,4,4
Technology,Rajasthan,Urban,High,6,146,0,7,17,0,5,2,2
Technology,Other,Rural,Low,7,125,0,6,8,2,2,2,3
Technology,Uttar Pradesh,Rural,Medium,9,150,1,3,17,2,2,4,2
Social & Community Work,Kerala,Semi-Urban,High,0,0,0,8,10,13,4,4,3
Creative Arts,West Bengal,Urban,High,1,0,0,9,13,5,4,1,2
Skilled Trades,Maharashtra,Urban,High,0,0,0,13,2,23,0,4,1
Technology,Rajasthan,Semi-Urban,Medium,8,160,1,8,14,0,5,2,1
Business,Madhya Pradesh,Semi-Urban,High,0,0,0,8,17,2,0,0,0
Skilled Trades,Bihar,Semi-Urban,High,0,0,0,23,5,19,1,2,0
Data Science,Telangana,Semi-Urban,High,6,105,4,7,17,0,5,4,5
Creative Arts,Odisha,Urban,High,0,0,0,14,5,3,3,3,4
Data Science,Gujarat,Urban,High,4,102,3,2,15,0,4,1,1
Technology,Telangana,Urban,High,6,143,3,8,19,0,1,6,1
Data Science,Uttar Pradesh,Semi-Urban,Medium,5,104,6,5,17,0,0,5,3
Social & Community Work,Karnataka,Urban,High,0,0,0,15,7,19,1,2,1
Technology,Odisha,Urban,High,15,148,1,3,22,2,0,2,1
Technology,Delhi,Semi-Urban,High,5,137,2,5,16,1,7,1,1
Data Science,Telangana,Rural,Low,6,98,3,8,22,0,3,7,0
Data Science,Rajasthan,Semi-Urban,High,7,102,1,3,16,0,0,3,5
Social & Community Work,Odisha,Rural,Medium,0,0,0,6,7,16,3,5,1
Data Science,Delhi,Semi-Urban,High,2,85,2,5,16,0,2,4,2
Creative Arts,Rajasthan,Urban,High,2,0,0,13,12,2,3,4,2
Technology,Madhya Pradesh,Urban,Medium,7,153,6,4,11,1,2,3,4
Social & Community Work,Tamil Nadu,Rural,Low,0,0,0,12,5,17,0,1,2
Social & Community Work,Other,Urban,Medium,0,0,0,9,0,17,2,4,2
Technology,Punjab,Urban,High,8,157,5,3,7,3,1,2,1
Data Science,Rajasthan,Urban,High,7,96,3,5,22,0,2,5,3
Skilled Trades,Punjab,Rural,Low,0,0,0,13,5,22,0,3,3
Social & Community Work,Madhya Pradesh,Rural,Low,0,0,0,8,11,19,2,3,3
Technology,Karnataka,Urban,High,3,163,1,2,17,1,4,2,2
Technology,Maharashtra,Urban,High,7,140,1,8,12,1,3,0,1
Creative Arts,Tamil Nadu,Semi-Urban,Medium,1,0,0,11,9,1,1,3,0
Social & Community Work,Kerala,Urban,High,0,0,0,19,8,14,5,4,2
Skilled Trades,Rajasthan,Urban,High,0,0,0,15,5,30,3,2,1
Creative Arts,Telangana,Urban,Medium,3,0,0,10,7,6,3,2,1
Business,Bihar,Urban,High,0,0,1,11,16,3,4,2,1
Skilled Trades,Telangana,Urban,High,0,0,0,10,4,28,6,2,1
Creative Arts,Other,Rural,Low,1,0,0,12,14,4,3,3,1
Data Science,Punjab,Rural,Medium,8,102,4,4,26,0,6,2,4
Technology,Gujarat,Semi-Urban,Medium,5,145,0,5,10,1,0,3,3
Social & Community Work,Odisha,Urban,High,0,0,0,10,6,12,6,2,2
Business,Punjab,Rural,Low,0,0,2,10,15,3,3,1,2
Business,Rajasthan,Semi-Urban,High,0,0,0,4,14,6,1,1,0
Data Science,Bihar,Semi-Urban,Medium,5,92,4,5,16,0,5,3,4
Technology,Odisha,Urban,High,6,155,3,7,15,1,3,6,5
Social & Community Work,Rajasthan,Urban,Medium,0,0,0,8,12,23,1,4,1
Business,Other,Semi-Urban,Medium,0,0,2,5,8,2,5,2,3
Business,Uttar Pradesh,Semi-Urban,Low,0,0,3,12,8,0,6,5,1
Business,Karnataka,Semi-Urban,Medium,0,0,0,6,5,3,3,1,4
Data Science,Odisha,Rural,High,2,109,2,5,26,0,1,1,1
Creative Arts,West Bengal,Urban,High,1,0,0,17,6,6,0,4,2
Data Science,Madhya Pradesh,Urban,High,4,110,3,9,19,0,0,4,0
Skilled Trades,Telangana,Semi-Urban,High,0,0,0,10,6,26,7,3,1
Social & Community Work,Telangana,Rural,Low,0,0,0,12,12,15,4,5,5
Skilled Trades,Maharashtra,Rural,Medium,0,0,0,14,3,17,6,7,1
Business,Madhya Pradesh,Urban,High,0,0,2,7,9,2,2,5,2
Technology,Delhi,Semi-Urban,Medium,9,155,4,6,15,0,6,1,1
Social & Community Work,Maharashtra,Rural,Low,0,0,0,12,5,11,2,1,2
Business,Kerala,Urban,High,0,0,2,6,6,2,1,2,0
Creative Arts,Madhya Pradesh,Semi-Urban,High,0,0,0,15,21,8,1,2,3
Skilled Trades,Uttar Pradesh,Urban,High,0,0,0,24,7,22,1,8,3
Business,Kerala,Urban,High,0,0,0,6,5,0,5,3,2
Business,Odisha,Semi-Urban,Low,0,0,0,8,5,1,5,5,2
Creative Arts,Odisha,Semi-Urban,High,0,0,0,7,8,6,2,2,1
Data Science,Karnataka,Semi-Urban,Medium,3,102,5,7,15,0,5,5,2
Creative Arts,Kerala,Urban,Medium,0,0,0,10,8,6,3,2,4
Business,Madhya Pradesh,Urban,Medium,0,0,1,8,18,1,4,2,3
Social & Community Work,Rajasthan,Urban,High,0,0,0,7,9,19,2,3,0
Creative Arts,Rajasthan,Rural,Medium,1,0,0,9,12,2,4,3,1
Creative Arts,Bihar,Urban,High,0,0,0,4,11,4,0,2,5
Skilled Trades,Odisha,Urban,Medium,0,0,0,20,7,24,2,2,0
Creative Arts,Odisha,Rural,Medium,1,0,0,19,15,4,5,2,2
Social & Community Work,Kerala,Rural,High,0,0,0,5,7,15,3,0,2
Social & Community Work,Delhi,Rural,Medium,0,0,0,15,10,11,0,3,2
Social & Community Work,Madhya Pradesh,Semi-Urban,Medium,0,0,0,10,7,16,2,2,4
Business,Uttar Pradesh,Urban,High,0,0,0,10,8,1,0,3,1
Skilled Trades,Telangana,Rural,Low,0,0,0,23,2,19,2,5,5
Data Science,Maharashtra,Semi-Urban,Low,7,91,7,4,15,0,1,5,5
Skilled Trades,Tamil Nadu,Rural,High,0,0,0,13,5,20,0,5,3
Technology,Madhya Pradesh,Semi-Urban,Medium,6,140,1,10,20,2,4,4,1
Data Science,Punjab,Semi-Urban,High,2,94,1,8,18,0,2,5,5
Technology,Other,Rural,High,10,151,3,7,14,0,2,4,0
Technology,Other,Semi-Urban,Medium,12,162,2,4,14,1,5,1,0
Technology,Bihar,Semi-Urban,Low,15,147,3,3,18,1,3,2,1
Skilled Trades,Uttar Pradesh,Urban,High,0,5000,0,0,0,21,2,1,4
Technology,Bihar,Urban,High,12,145,0,2,5,1,1,4,2
Data Science,Rajasthan,Semi-Urban,High,4,107,4,8,20,0,3,4,3
Social & Community Work,West Bengal,Urban,High,0,0,0,9,9,12,0,6,0
Skilled Trades,Kerala,Rural,Low,0,0,0,9,2,22,2,1,4
Creative Arts,Kerala,Rural,Low,2,0,0,15,17,7,5,3,2
Creative Arts,Telangana,Urban,High,0,0,0,14,15,9,3,3,1
Creative Arts,Maharashtra,Rural,Medium,2,0,0,8,10,1,2,2,1
Social & Community Work,Tamil Nadu,Rural,Medium,0,0,0,8,6,14,0,2,0
Skilled Trades,West Bengal,Urban,High,0,0,0,15,2,19,2,1,1
Data Science,Tamil Nadu,Semi-Urban,High,1,100,3,9,8,0,0,3,2
Business,Maharashtra,Rural,Low,0,0,1,7,14,1,2,3,0
Technology,West Bengal,Urban,High,5,149,3,2,10,0,2,2,2
Creative Arts,Uttar Pradesh,Urban,High,2,0,0,7,11,3,0,4,1
Social & Community Work,Punjab,Urban,Low,0,0,0,9,11,8,0,3,1
Creative Arts,Kerala,Urban,Low,0,0,0,15,9,3,4,3,1
Technology,Gujarat,Urban,High,10,184,1,1,15,1,2,1,1
Data Science,Madhya Pradesh,Urban,High,9,95,4,10,25,0,2,4,1
Business,Bihar,Urban,High,0,0,2,8,16,1,4,3,2
Social & Community Work,Bihar,Rural,Low,0,0,0,19,9,14,1,1,2
Data Science,West Bengal,Semi-Urban,Medium,4,115,2,5,26,0,0,3,4
Skilled Trades,Maharashtra,Semi-Urban,Low,0,0,0,14,3,21,3,3,2
Skilled Trades,Other,Urban,High,0,5000,0,0,0,15,0,3,1
Business,Gujarat,Urban,Low,0,0,2,7,10,2,2,3,2
Creative Arts,Delhi,Rural,Low,0,0,0,8,16,4,0,2,1
Creative Arts,Delhi,Urban,Medium,1,0,0,11,11,2,1,0,1
Business,Uttar Pradesh,Rural,Low,0,0,2,8,16,3,4,2,1
Social & Community Work,Maharashtra,Semi-Urban,Medium,0,0,0,5,8,16,0,3,1
Skilled Trades,Telangana,Semi-Urban,High,0,0,0,17,4,17,2,1,3
Skilled Trades,Rajasthan,Urban,High,0,0,0,19,9,21,2,4,0
Skilled Trades,Telangana,Semi-Urban,Medium,0,0,0,15,7,17,0,3,1
Data Science,Telangana,Urban,High,2,97,5,3,21,0,3,3,4
Skilled Trades,West Bengal,Semi-Urban,Low,0,0,0,17,5,14,4,3,1
Skilled Trades,Gujarat,Urban,High,0,0,0,14,5,21,4,2,3
Technology,Uttar Pradesh,Urban,High,8,182,3,4,19,4,0,2,2
Creative Arts,Other,Semi-Urban,Low,2,0,0,13,10,9,0,3,1
Business,Delhi,Rural,Medium,0,0,1,12,13,1,1,6,1
Technology,Bihar,Rural,Low,9,127,0,4,14,2,1,4,1
Technology,Tamil Nadu,Urban,High,11,154,4,5,11,1,4,5,1
Social & Community Work,Tamil Nadu,Semi-Urban,High,0,0,0,11,7,16,7,1,1
Data Science,Uttar Pradesh,Semi-Urban,Low,5,100,5,5,10,0,2,5,4
Technology,Maharashtra,Urban,High,7,162,2,1,15,0,2,5,4
Data Science,Rajasthan,Urban,Medium,4,93,1,7,24,0,0,2,1
Data Science,Gujarat,Semi-Urban,Medium,4,88,6,4,23,0,7,4,0
Social & Community Work,Delhi,Urban,High,0,0,0,9,11,19,3,3,0
Social & Community Work,Tamil Nadu,Rural,High,0,0,0,10,7,16,2,2,1
Skilled Trades,Rajasthan,Rural,Medium,0,0,0,9,6,14,6,3,0
Business,Madhya Pradesh,Semi-Urban,Medium,0,0,1,7,10,2,5,0,5
Business,Other,Urban,High,0,0,2,8,3,0,0,2,1
Skilled Trades,Other,Urban,High,0,0,0,11,5,18,0,1,2
Skilled Trades,Gujarat,Urban,Medium,0,0,0,13,4,24,1,4,3
Skilled Trades,Tamil Nadu,Rural,Low,0,5000,0,0,0,19,1,3,1
Business,Other,Urban,Medium,0,0,3,8,13,3,0,3,1
Creative Arts,Uttar Pradesh,Urban,High,1,0,0,10,10,6,2,1,4
Creative Arts,Bihar,Urban,High,1,0,0,10,11,0,3,4,5
Social & Community Work,Telangana,Rural,Low,0,0,0,10,10,15,0,3,3
Business,Gujarat,Urban,High,0,0,2,7,10,0,2,1,3
Social & Community Work,Uttar Pradesh,Rural,Low,0,0,0,13,8,11,2,3,7
Data Science,Gujarat,Semi-Urban,Low,6,103,2,7,21,0,2,3,2
Skilled Trades,Other,Urban,High,0,0,0,22,3,16,1,3,2
Technology,Punjab,Rural,Low,8,153,2,6,15,0,0,2,2
Skilled Trades,Other,Semi-Urban,High,0,0,0,18,2,25,3,4,2
Creative Arts,Punjab,Rural,Low,0,0,0,20,14,6,4,0,2
Skilled Trades,Rajasthan,Urban,High,0,0,0,12,3,19,0,1,1
Data Science,Uttar Pradesh,Rural,Low,2,105,2,3,29,0,4,5,1
Social & Community Work,Telangana,Rural,High,0,0,0,9,11,11,3,3,0
Technology,Odisha,Rural,Low,7,154,2,3,19,0,3,3,4
Technology,Maharashtra,Urban,High,6,178,1,3,14,0,0,2,3
Social & Community Work,Tamil Nadu,Semi-Urban,Medium,0,0,0,10,7,8,4,3,1
Social & Community Work,Odisha,Rural,Low,0,0,0,6,10,20,2,7,3
Skilled Trades,Delhi,Rural,Low,0,0,0,20,6,28,1,2,2
Business,Tamil Nadu,Semi-Urban,Medium,0,0,0,8,8,1,1,2,1
Data Science,Delhi,Semi-Urban,Medium,5,64,1,3,21,0,2,4,3
Technology,Telangana,Urban,High,9,133,2,6,14,2,0,2,4
Social & Community Work,Tamil Nadu,Urban,High,0,0,0,11,4,9,2,4,1
Data Science,West Bengal,Urban,High,2,96,2,3,25,0,0,4,1
Social & Community Work,Punjab,Urban,High,0,0,0,10,10,18,5,2,2
Data Science,Kerala,Semi-Urban,High,4,115,2,10,15,0,4,1,2
Technology,Madhya Pradesh,Semi-Urban,Low,5,142,1,1,15,0,4,2,4
Technology,Kerala,Semi-Urban,High,7,175,1,7,12,0,0,2,2
Creative Arts,Karnataka,Rural,Low,1,0,0,11,8,7,0,3,3
Data Science,Delhi,Rural,Medium,5,101,3,9,18,0,2,4,3
Data Science,Uttar Pradesh,Urban,High,2,106,4,7,34,0,1,1,1
Business,Telangana,Rural,Low,0,0,2,8,7,2,0,4,2
Social & Community Work,Odisha,Urban,High,0,0,0,10,7,13,3,4,2
Skilled Trades,Uttar Pradesh,Rural,High,0,0,0,18,1,20,3,3,2
Skilled Trades,Telangana,Rural,Medium,0,0,0,15,2,19,0,4,2
Creative Arts,Odisha,Rural,Medium,1,0,0,9,12,2,4,3,3
Skilled Trades,West Bengal,Urban,High,0,0,0,16,6,24,5,2,3
Technology,Odisha,Rural,Low,10,129,2,3,18,2,5,2,1
Skilled Trades,Gujarat,Semi-Urban,High,0,0,0,12,5,20,3,7,2
Technology,Maharashtra,Semi-Urban,Medium,8,123,1,5,14,1,0,3,3
Data Science,Other,Rural,Low,2,96,2,6,21,0,5,1,2
Social & Community Work,Telangana,Urban,High,0,0,0,13,8,21,3,3,0
Skilled Trades,West Bengal,Semi-Urban,Medium,0,0,0,14,8,27,5,2,3
Skilled Trades,Gujarat,Semi-Urban,Medium,0,0,0,19,6,29,3,3,5
Skilled Trades,Punjab,Rural,Low,0,0,0,12,4,23,2,5,2
Business,Uttar Pradesh,Urban,High,0,0,2,8,15,1,2,4,3
Social & Community Work,Karnataka,Semi-Urban,Medium,0,0,0,9,6,15,7,4,1
Data Science,Madhya Pradesh,Urban,High,3,105,4,7,14,0,3,4,0
Technology,Punjab,Urban,High,7,147,2,3,10,1,0,3,2
Technology,Telangana,Rural,Low,9,161,2,8,15,1,2,1,2
Technology,Maharashtra,Rural,Low,6,128,3,6,12,1,3,2,1
Technology,Tamil Nadu,Urban,High,9,140,1,4,14,0,2,5,2
Social & Community Work,Uttar Pradesh,Semi-Urban,Medium,0,0,0,9,7,13,1,4,0
Skilled Trades,Other,Semi-Urban,Low,0,0,0,12,4,22,1,2,2
Social & Community Work,Punjab,Urban,High,0,0,0,6,13,14,3,4,2
Skilled Trades,Tamil Nadu,Semi-Urban,Low,0,0,0,16,2,23,5,6,1
Data Science,Rajasthan,Urban,High,12,104,4,7,22,0,0,4,3
Creative Arts,Uttar Pradesh,Semi-Urban,High,2,0,0,4,8,5,3,5,1
Data Science,Bihar,Semi-Urban,Medium,4,95,1,3,15,0,4,3,4
Data Science,Maharashtra,Semi-Urban,High,2,89,2,4,27,0,1,6,2
Skilled Trades,Uttar Pradesh,Rural,Low,0,0,0,16,5,27,5,4,0
Creative Arts,Delhi,Semi-Urban,Medium,1,0,0,18,12,1,3,3,2
Creative Arts,Telangana,Rural,Low,1,0,0,7,22,7,5,5,3
Social & Community Work,Punjab,Rural,Low,0,0,0,11,11,11,0,4,0
Data Science,Punjab,Urban,High,6,105,5,2,22,0,3,5,3
Data Science,Rajasthan,Urban,High,6,103,3,6,22,0,0,1,3
Technology,Rajasthan,Semi-Urban,Medium,3,142,1,7,10,2,0,3,0
Creative Arts,Uttar Pradesh,Semi-Urban,Medium,3,0,0,8,9,5,2,1,3
Technology,Kerala,Rural,Low,8,168,3,3,15,1,2,3,3
Social & Community Work,West Bengal,Semi-Urban,Low,0,0,0,11,12,17,3,2,1
Data Science,Gujarat,Urban,High,3,93,4,3,17,0,1,0,1
Social & Community Work,Tamil Nadu,Urban,High,0,0,0,16,6,8,1,3,1
Skilled Trades,Rajasthan,Urban,High,0,0,0,22,5,20,0,5,1
Technology,Delhi,Urban,High,7,159,3,2,13,2,3,3,4
Business,Tamil Nadu,Rural,Medium,0,0,1,6,8,3,0,7,5
Technology,Other,Rural,High,7,149,3,5,19,1,3,2,1
Business,Tamil Nadu,Urban,High,0,0,1,9,15,2,1,4,0
Business,Bihar,Urban,High,0,0,0,9,4,0,3,4,0
Data Science,Telangana,Urban,High,5,104,3,3,17,0,4,5,4
Social & Community Work,Odisha,Semi-Urban,High,0,0,0,13,4,8,0,5,3
Technology,Bihar,Semi-Urban,Medium,10,156,2,5,26,0,5,6,2
Social & Community Work,Odisha,Urban,High,0,0,0,6,6,9,0,1,2
Business,Punjab,Semi-Urban,High,0,0,2,7,8,1,0,4,2
Technology,Maharashtra,Rural,Medium,13,134,4,5,13,2,3,3,3
Business,Tamil Nadu,Semi-Urban,Medium,0,0,1,4,6,3,0,7,1
Skilled Trades,Tamil Nadu,Urban,High,0,0,0,15,4,18,1,7,0
Skilled Trades,West Bengal,Semi-Urban,Medium,0,0,0,19,5,18,2,4,2
Technology,Tamil Nadu,Rural,Low,7,166,1,3,11,1,0,8,2
Social & Community Work,Kerala,Urban,High,0,0,0,12,5,9,1,3,2
Technology,Other,Semi-Urban,Medium,10,137,4,9,8,1,0,1,1
Social & Community Work,Tamil Nadu,Urban,High,0,0,0,5,11,16,2,1,2
Business,Bihar,Semi-Urban,High,0,0,0,7,11,4,1,4,2
Skilled Trades,Odisha,Urban,High,0,0,0,17,2,24,4,3,2
Creative Arts,Rajasthan,Rural,Medium,2,0,0,14,9,4,3,6,3
Technology,Punjab,Rural,Low,7,138,1,4,18,1,0,5,6
Creative Arts,Gujarat,Urban,High,1,0,0,13,9,3,5,4,2
Technology,Odisha,Semi-Urban,High,10,145,4,4,11,1,0,0,3
Social & Community Work,Odisha,Semi-Urban,Medium,0,0,0,13,9,15,1,2,0
Technology,Odisha,Urban,High,6,153,2,2,17,1,7,3,3
Social & Community Work,West Bengal,Semi-Urban,Low,0,0,0,12,8,10,0,3,0
Skilled Trades,Other,Urban,High,0,0,0,14,2,15,6,3,3
Business,Maharashtra,Semi-Urban,Medium,0,0,1,7,1,1,3,6,1
Skilled Trades,Bihar,Semi-Urban,Medium,0,0,0,18,5,13,6,4,1
Data Science,Tamil Nadu,Urban,High,7,90,1,11,22,0,6,1,3
Data Science,Kerala,Urban,High,1,100,5,8,17,0,1,5,1
Skilled Trades,Punjab,Urban,High,0,0,0,16,3,14,3,1,2
Technology,West Bengal,Rural,High,10,151,3,1,20,2,2,1,0
Creative Arts,Telangana,Urban,High,2,0,0,12,13,6,0,4,5
Data Science,Bihar,Semi-Urban,Medium,6,100,2,6,25,0,1,6,1
Business,Madhya Pradesh,Urban,High,0,0,0,6,6,2,3,5,2
Social & Community Work,Delhi,Rural,Medium,0,0,0,14,7,19,4,5,2
Business,Gujarat,Semi-Urban,Medium,0,0,2,11,10,3,4,4,2
Social & Community Work,Tamil Nadu,Semi-Urban,Medium,0,0,0,5,2,12,8,6,4
Business,Gujarat,Rural,Low,0,0,1,9,14,1,1,4,0
Social & Community Work,Tamil Nadu,Urban,High,0,0,0,7,0,11,0,2,2
Business,Odisha,Urban,High,0,0,2,5,13,0,4,6,2
Technology,Other,Rural,Low,6,150,1,4,25,2,2,3,1
Business,Kerala,Urban,High,0,0,3,4,7,1,5,4,0
Skilled Trades,Gujarat,Urban,High,0,0,0,7,7,24,2,3,2
Business,Madhya Pradesh,Rural,Medium,0,0,4,8,10,1,2,3,3
Technology,Odisha,Rural,Low,9,160,2,5,20,1,3,2,3
Social & Community Work,Maharashtra,Semi-Urban,Low,0,0,0,11,7,10,2,1,1
Skilled Trades,Odisha,Rural,High,0,0,0,10,7,21,4,6,4
Skilled Trades,Gujarat,Urban,High,0,0,0,15,7,23,2,4,4
Skilled Trades,Tamil Nadu,Rural,Medium,0,0,0,22,2,21,6,1,5
Creative Arts,Telangana,Rural,Low,1,0,0,8,12,7,5,2,1
Creative Arts,Telangana,Rural,Low,0,0,0,13,12,10,4,3,2
Data Science,West Bengal,Urban,High,6,100,4,4,27,0,2,5,1
Social & Community Work,West Bengal,Urban,Medium,0,0,0,13,7,21,1,3,4
Social & Community Work,Karnataka,Semi-Urban,High,0,0,0,7,10,17,3,5,1
Social & Community Work,Bihar,Urban,High,0,0,0,12,11,14,2,4,2
Social & Community Work,West Bengal,Rural,Low,0,0,0,7,13,14,4,4,2
Data Science,Gujarat,Rural,Medium,1,112,6,8,21,0,2,4,3
Social & Community Work,Gujarat,Rural,Medium,0,0,0,14,12,15,4,3,0
Skilled Trades,Rajasthan,Urban,High,0,0,0,9,4,30,6,2,3
Creative Arts,West Bengal,Semi-Urban,Medium,1,0,0,11,18,6,3,4,3
Creative Arts,Delhi,Rural,Low,0,0,0,11,9,1,2,1,4
Creative Arts,Delhi,Urban,Medium,0,0,0,10,12,6,3,2,1
Data Science,Bihar,Semi-Urban,Medium,4,101,4,5,22,0,1,3,2
Creative Arts,Uttar Pradesh,Semi-Urban,Low,2,0,0,8,14,2,3,2,3
Data Science,Kerala,Semi-Urban,Low,6,101,7,6,16,0,8,1,0
Data Science,Uttar Pradesh,Rural,Medium,5,102,3,5,22,0,3,3,6
Skilled Trades,Other,Semi-Urban,Low,0,0,0,16,4,18,3,3,0
Social & Community Work,Tamil Nadu,Urban,Medium,0,0,0,10,8,16,1,7,1
Skilled Trades,Delhi,Urban,High,0,0,0,20,5,25,0,4,1
Technology,Telangana,Urban,High,7,5000,5,0,0,0,5,4,3
Skilled Trades,Telangana,Urban,High,0,0,0,21,5,16,10,5,1
Data Science,Delhi,Urban,High,3,107,4,1,21,0,4,1,2
Skilled Trades,Telangana,Urban,High,0,0,0,19,7,23,4,5,3
Data Science,Kerala,Urban,High,6,94,3,2,25,0,1,1,3
Business,Kerala,Urban,Medium,0,0,2,9,8,2,4,1,3
Data Science,Delhi,Urban,Medium,4,5000,3,0,0,0,2,5,4
Creative Arts,Bihar,Rural,High,1,0,0,12,9,6,6,3,1
Data Science,Rajasthan,Semi-Urban,Medium,10,107,1,3,12,0,3,3,3
Business,West Bengal,Urban,High,0,0,0,5,12,2,3,1,0
Business,Uttar Pradesh,Urban,High,0,0,1,8,8,1,0,2,1
Social & Community Work,Gujarat,Semi-Urban,Medium,0,0,0,11,8,14,0,3,1
Data Science,Rajasthan,Rural,Low,5,86,3,7,21,0,2,1,2
Skilled Trades,Rajasthan,Urban,Low,0,0,0,12,5,23,3,1,0
Social & Community Work,Kerala,Urban,High,0,0,0,9,3,15,2,2,3
Business,Other,Urban,High,0,0,0,5,9,3,3,5,2
Social & Community Work,Punjab,Rural,Low,0,0,0,6,10,18,0,2,0
Social & Community Work,Bihar,Semi-Urban,Low,0,0,0,5,7,12,0,2,2
Data Science,Madhya Pradesh,Semi-Urban,High,4,5000,1,0,0,0,3,3,2
Social & Community Work,Bihar,Urban,High,0,0,0,5,0,16,5,2,0
Social & Community Work,Other,Urban,Medium,0,0,0,5,4,15,3,3,4
Business,Gujarat,Urban,High,0,0,0,9,10,3,1,2,4
Social & Community Work,Other,Urban,High,0,0,0,12,4,21,2,7,1
